event_date,root_zone_name,total_events
2025-10-06,"Общежитие 1",863
2025-10-06,"Общежитие 3",1145
2025-10-06,"Общежитие 4",949
2025-10-06,"Общежитие 5",2619
2025-10-06,"Парковка Перекопская 15",70
2025-10-06,"Парковка Республики 9",90
2025-10-07,"Ишим Корпус №1",1123
2025-10-07,"Ишим Корпус №5",271
2025-10-07,"Ишим Корпус №6",148
2025-10-07,"Ишим Общежитие",945
2025-10-07,"Кирова 25 (кадры, док обеспечение)",422
2025-10-07,"Корпус № 4 Приемная комиссия",794
2025-10-07,"Корпус №1",9607
2025-10-07,"Корпус №10",3474
2025-10-07,"Корпус №11",5489
2025-10-07,"Корпус №12",1009
2025-10-07,"Корпус №13",379
2025-10-07,"Корпус №14",54
2025-10-07,"Корпус №16",618
2025-10-07,"Корпус №19",2013
2025-10-07,"Корпус №22 Ленина 12 (Кап строй)",32
2025-10-07,"Корпус №22 Ленина 12 (СГИ)",58
2025-10-07,"Корпус №3",1009
2025-10-07,"Корпус №4",6470
2025-10-07,"Корпус №5",4744
2025-10-07,"Корпус №6",1156
2025-10-07,"Корпус №7",272
2025-10-07,"Корпус №8",1175
2025-10-07,"Общежитие 1",938
2025-10-07,"Общежитие 3",1148
2025-10-07,"Общежитие 4",915
2025-10-07,"Общежитие 5",2479
2025-10-07,"Парковка Перекопская 15",330
2025-10-07,"Парковка Республики 9",82
2025-10-08,"Ишим Корпус №1",1257
2025-10-08,"Ишим Корпус №5",536
2025-10-08,"Ишим Корпус №6",23
2025-10-08,"Ишим Общежитие",780
2025-10-08,"Кирова 25 (кадры, док обеспечение)",419
2025-10-08,"Корпус № 4 Приемная комиссия",728
2025-10-08,"Корпус №1",10949
2025-10-08,"Корпус №10",3956
2025-10-08,"Корпус №11",5957
2025-10-08,"Корпус №12",991
2025-10-08,"Корпус №13",491
2025-10-08,"Корпус №14",32
2025-10-08,"Корпус №16",512
2025-10-08,"Корпус №19",1954
2025-10-08,"Корпус №22 Ленина 12 (Кап строй)",34
2025-10-08,"Корпус №22 Ленина 12 (СГИ)",63
2025-10-08,"Корпус №3",959
2025-10-08,"Корпус №4",6426
2025-10-08,"Корпус №5",3956
2025-10-08,"Корпус №6",1534
2025-10-08,"Корпус №7",225
2025-10-08,"Корпус №8",1057
2025-10-08,"Общежитие 1",1031
2025-10-08,"Общежитие 3",1134
2025-10-08,"Общежитие 4",1135
2025-10-08,"Общежитие 5",2473
2025-10-08,"Парковка Перекопская 15",422
2025-10-08,"Парковка Республики 9",119
2025-10-09,"Ишим Корпус №1",1009
2025-10-09,"Ишим Корпус №5",488
2025-10-09,"Ишим Корпус №6",273
2025-10-09,"Ишим Общежитие",371
2025-10-09,"Кирова 25 (кадры, док обеспечение)",462
2025-10-09,"Корпус № 4 Приемная комиссия",856
2025-10-09,"Корпус №1",9261
2025-10-09,"Корпус №10",3146
2025-10-09,"Корпус №11",5212
2025-10-09,"Корпус №12",842
2025-10-09,"Корпус №13",578
2025-10-09,"Корпус №14",28
2025-10-09,"Корпус №16",570
2025-10-09,"Корпус №19",1686
2025-10-09,"Корпус №22 Ленина 12 (Кап строй)",36
2025-10-09,"Корпус №22 Ленина 12 (СГИ)",65
2025-10-09,"Корпус №3",996
2025-10-09,"Корпус №4",5880
2025-10-09,"Корпус №5",3701
2025-10-09,"Корпус №6",1162
2025-10-09,"Корпус №7",123
2025-10-09,"Корпус №8",1075
2025-10-09,"Общежитие 1",872
2025-10-09,"Общежитие 3",1119
2025-10-09,"Общежитие 4",1103
2025-10-09,"Общежитие 5",2416
2025-10-09,"Парковка Перекопская 15",602
2025-10-09,"Парковка Республики 9",104
2025-10-10,"Ишим Корпус №1",1012
2025-10-10,"Ишим Корпус №5",370
2025-10-10,"Ишим Корпус №6",130
2025-10-10,"Ишим Общежитие",193
2025-10-10,"Кирова 25 (кадры, док обеспечение)",458
2025-10-10,"Корпус № 4 Приемная комиссия",806
2025-10-10,"Корпус №1",10066
2025-10-10,"Корпус №10",3657
2025-10-10,"Корпус №11",5763
2025-10-10,"Корпус №12",901
2025-10-10,"Корпус №13",379
2025-10-10,"Корпус №14",16
2025-10-10,"Корпус №16",648
2025-10-10,"Корпус №19",2045
2025-10-10,"Корпус №22 Ленина 12 (Кап строй)",25
2025-10-10,"Корпус №22 Ленина 12 (СГИ)",53
2025-10-10,"Корпус №3",862
2025-10-10,"Корпус №4",6887
2025-10-10,"Корпус №5",3781
2025-10-10,"Корпус №6",1090
2025-10-10,"Корпус №7",184
2025-10-10,"Корпус №8",1045
2025-10-10,"Общежитие 1",889
2025-10-10,"Общежитие 3",1117
2025-10-10,"Общежитие 4",965
2025-10-10,"Общежитие 5",2494
2025-10-10,"Парковка Перекопская 15",620
2025-10-10,"Парковка Республики 9",79
2025-10-11,"Ишим Корпус №1",237
2025-10-11,"Ишим Корпус №5",116
2025-10-11,"Ишим Корпус №6",25
2025-10-11,"Ишим Общежитие",150
2025-10-11,"Кирова 25 (кадры, док обеспечение)",23
2025-10-11,"Корпус № 4 Приемная комиссия",110
2025-10-11,"Корпус №1",7176
2025-10-11,"Корпус №10",2307
2025-10-11,"Корпус №11",4194
2025-10-11,"Корпус №12",136
2025-10-11,"Корпус №13",176
2025-10-11,"Корпус №16",241
2025-10-11,"Корпус №19",889
2025-10-11,"Корпус №22 Ленина 12 (СГИ)",12
2025-10-11,"Корпус №3",851
2025-10-11,"Корпус №4",4627
2025-10-11,"Корпус №5",2760
2025-10-11,"Корпус №6",809
2025-10-11,"Корпус №7",196
2025-10-11,"Корпус №8",652
2025-10-11,"Общежитие 1",884
2025-10-11,"Общежитие 3",1065
2025-10-11,"Общежитие 4",976
2025-10-11,"Общежитие 5",2319
2025-10-11,"Парковка Перекопская 15",210
2025-10-11,"Парковка Республики 9",24
2025-10-12,"Ишим Корпус №5",20
2025-10-12,"Ишим Общежитие",7
2025-10-12,"Корпус № 4 Приемная комиссия",89
2025-10-12,"Корпус №1",54
2025-10-12,"Корпус №11",172
2025-10-12,"Корпус №13",6
2025-10-12,"Корпус №14",2
2025-10-12,"Корпус №16",72
2025-10-12,"Корпус №19",316
2025-10-12,"Корпус №4",87
2025-10-12,"Корпус №5",111
2025-10-12,"Корпус №6",161
2025-10-12,"Корпус №7",91
2025-10-12,"Корпус №8",977
2025-10-12,"Общежитие 1",797
2025-10-12,"Общежитие 3",799
2025-10-12,"Общежитие 4",788
2025-10-12,"Общежитие 5",1764
2025-10-12,"Парковка Перекопская 15",72
2025-10-12,"Парковка Республики 9",4
2025-10-13,"Ишим Корпус №1",1028
2025-10-13,"Ишим Корпус №5",387
2025-10-13,"Ишим Корпус №6",284
2025-10-13,"Ишим Общежитие",68
2025-10-13,"Кирова 25 (кадры, док обеспечение)",447
2025-10-13,"Корпус № 4 Приемная комиссия",1057
2025-10-13,"Корпус №1",10187
2025-10-13,"Корпус №10",4204
2025-10-13,"Корпус №11",6169
2025-10-13,"Корпус №12",1193
2025-10-13,"Корпус №13",446
2025-10-13,"Корпус №14",34
2025-10-13,"Корпус №16",593
2025-10-13,"Корпус №19",1981
2025-10-13,"Корпус №22 Ленина 12 (Кап строй)",32
2025-10-13,"Корпус №22 Ленина 12 (СГИ)",45
2025-10-13,"Корпус №3",924
2025-10-13,"Корпус №4",7325
2025-10-13,"Корпус №5",4353
2025-10-13,"Корпус №6",1396
2025-10-13,"Корпус №7",288
2025-10-13,"Корпус №8",1142
2025-10-13,"Общежитие 1",967
2025-10-13,"Общежитие 3",1184
2025-10-13,"Общежитие 4",911
2025-10-13,"Общежитие 5",2490
2025-10-13,"Парковка Перекопская 15",702
2025-10-13,"Парковка Республики 9",102
2025-10-14,"Ишим Корпус №1",1059
2025-10-14,"Ишим Корпус №5",531
2025-10-14,"Ишим Корпус №6",205
2025-10-14,"Ишим Общежитие",60
2025-10-14,"Кирова 25 (кадры, док обеспечение)",392
2025-10-14,"Корпус № 4 Приемная комиссия",1095
2025-10-14,"Корпус №1",9931
2025-10-14,"Корпус №10",3309
2025-10-14,"Корпус №11",6055
2025-10-14,"Корпус №12",1018
2025-10-14,"Корпус №13",532
2025-10-14,"Корпус №14",14
2025-10-14,"Корпус №16",536
2025-10-14,"Корпус №19",1775
2025-10-14,"Корпус №22 Ленина 12 (Кап строй)",30
2025-10-14,"Корпус №22 Ленина 12 (СГИ)",58
2025-10-14,"Корпус №3",922
2025-10-14,"Корпус №4",5916
2025-10-14,"Корпус №5",4345
2025-10-14,"Корпус №6",993
2025-10-14,"Корпус №7",300
2025-10-14,"Корпус №8",1489
2025-10-14,"Общежитие 1",991
2025-10-14,"Общежитие 3",1165
2025-10-14,"Общежитие 4",844
2025-10-14,"Общежитие 5",2457
2025-10-14,"Парковка Перекопская 15",558
2025-10-14,"Парковка Республики 9",99
2025-10-15,"Ишим Корпус №1",1435
2025-10-15,"Ишим Корпус №5",468
2025-10-15,"Ишим Корпус №6",31
2025-10-15,"Ишим Общежитие",984
2025-10-15,"Кирова 25 (кадры, док обеспечение)",388
2025-10-15,"Корпус № 4 Приемная комиссия",982
2025-10-15,"Корпус №1",9628
2025-10-15,"Корпус №10",3977
2025-10-15,"Корпус №11",6059
2025-10-15,"Корпус №12",856
2025-10-15,"Корпус №13",513
2025-10-15,"Корпус №14",20
2025-10-15,"Корпус №16",586
2025-10-15,"Корпус №19",1729
2025-10-15,"Корпус №22 Ленина 12 (Кап строй)",35
2025-10-15,"Корпус №22 Ленина 12 (СГИ)",66
2025-10-15,"Корпус №3",925
2025-10-15,"Корпус №4",6568
2025-10-15,"Корпус №5",4207
2025-10-15,"Корпус №6",1258
2025-10-15,"Корпус №7",307
2025-10-15,"Корпус №8",1202
2025-10-15,"Общежитие 1",945
2025-10-15,"Общежитие 3",1042
2025-10-15,"Общежитие 4",967
2025-10-15,"Общежитие 5",2635
2025-10-15,"Парковка Перекопская 15",842
2025-10-15,"Парковка Республики 9",97
2025-10-16,"Ишим Корпус №1",1234
2025-10-16,"Ишим Корпус №5",462
2025-10-16,"Ишим Корпус №6",348
2025-10-16,"Ишим Общежитие",1038
2025-10-16,"Кирова 25 (кадры, док обеспечение)",435
2025-10-16,"Корпус № 4 Приемная комиссия",809
2025-10-16,"Корпус №1",9581
2025-10-16,"Корпус №10",3188
2025-10-16,"Корпус №11",4913
2025-10-16,"Корпус №12",758
2025-10-16,"Корпус №13",650
2025-10-16,"Корпус №14",8
2025-10-16,"Корпус №16",802
2025-10-16,"Корпус №19",1519
2025-10-16,"Корпус №22 Ленина 12 (Кап строй)",29
2025-10-16,"Корпус №22 Ленина 12 (СГИ)",60
2025-10-16,"Корпус №3",986
2025-10-16,"Корпус №4",4948
2025-10-16,"Корпус №5",4076
2025-10-16,"Корпус №6",1007
2025-10-16,"Корпус №7",301
2025-10-16,"Корпус №8",1659
2025-10-16,"Общежитие 1",975
2025-10-16,"Общежитие 3",1103
2025-10-16,"Общежитие 4",932
2025-10-16,"Общежитие 5",2498
2025-10-16,"Парковка Перекопская 15",600
2025-10-16,"Парковка Республики 9",109
2025-10-17,"Ишим Корпус №1",1002
2025-10-17,"Ишим Корпус №5",379
2025-10-17,"Ишим Корпус №6",235
2025-10-17,"Ишим Общежитие",274
2025-10-17,"Кирова 25 (кадры, док обеспечение)",403
2025-10-17,"Корпус № 4 Приемная комиссия",527
2025-10-17,"Корпус №1",10393
2025-10-17,"Корпус №10",3245
2025-10-17,"Корпус №11",5688
2025-10-17,"Корпус №12",921
2025-10-17,"Корпус №13",324
2025-10-17,"Корпус №14",22
2025-10-17,"Корпус №16",656
2025-10-17,"Корпус №19",1906
2025-10-17,"Корпус №22 Ленина 12 (Кап строй)",21
2025-10-17,"Корпус №22 Ленина 12 (СГИ)",47
2025-10-17,"Корпус №3",870
2025-10-17,"Корпус №4",6130
2025-10-17,"Корпус №5",4313
2025-10-17,"Корпус №6",1055
2025-10-17,"Корпус №7",289
2025-10-17,"Корпус №8",969
2025-10-17,"Общежитие 1",956
2025-10-17,"Общежитие 3",1014
2025-10-17,"Общежитие 4",907
2025-10-17,"Общежитие 5",2595
2025-10-17,"Парковка Перекопская 15",620
2025-10-17,"Парковка Республики 9",136
2025-10-18,"Ишим Корпус №1",163
2025-10-18,"Ишим Корпус №5",141
2025-10-18,"Ишим Корпус №6",34
2025-10-18,"Ишим Общежитие",350
2025-10-18,"Кирова 25 (кадры, док обеспечение)",18
2025-10-18,"Корпус № 4 Приемная комиссия",172
2025-10-18,"Корпус №1",7485
2025-10-18,"Корпус №10",2685
2025-10-18,"Корпус №11",3817
2025-10-18,"Корпус №12",443
2025-10-18,"Корпус №13",74
2025-10-18,"Корпус №16",536
2025-10-18,"Корпус №19",716
2025-10-18,"Корпус №3",746
2025-10-18,"Корпус №4",4295
2025-10-18,"Корпус №5",3385
2025-10-18,"Корпус №6",760
2025-10-18,"Корпус №7",361
2025-10-18,"Корпус №8",869
2025-10-18,"Общежитие 1",865
2025-10-18,"Общежитие 3",944
2025-10-18,"Общежитие 4",950
2025-10-18,"Общежитие 5",2268
2025-10-18,"Парковка Перекопская 15",244
2025-10-18,"Парковка Республики 9",25
2025-10-19,"Ишим Общежитие",168
2025-10-19,"Корпус № 4 Приемная комиссия",99
2025-10-19,"Корпус №1",34
2025-10-19,"Корпус №11",239
2025-10-19,"Корпус №14",2
2025-10-19,"Корпус №16",299
2025-10-19,"Корпус №19",120
2025-10-19,"Корпус №22 Ленина 12 (СГИ)",1
2025-10-19,"Корпус №3",148
2025-10-19,"Корпус №4",299
2025-10-19,"Корпус №5",463
2025-10-19,"Корпус №6",80
2025-10-19,"Корпус №7",290
2025-10-19,"Корпус №8",395
